"dpi","ID","Fosforo","Ferro","Calcemia","Magnesio","Albumina","Proteine.Totali","Glucosio","Azotemia.BUN.","Fosfatasi.Alcalina.ALP.","Creatina.Chinasi..CK.","LDH","GPT.ALT.","Gamma.GT","GOT.AST.","Trigliceridi","Colesterolo","Conteggio.Globuli.Bianchi..WBC.","Conteggio.Globuli.Rossi..RBC.","Emoglobina..HGB.","Ematocrito..HCT.","Volume.Globulare.Medio..MCV.","Conteggio.Piastrine..PLT.","Volume.Medio.Piastrine..MPV.","Neutrofili","Linfociti","Monociti","Eosinofili","Basofili","Bilirubina.totale","Amilasi","Acido.Urico","IFN_y","IL.1alpha","IL.1_beta","IL.4","IL.6","IL.10","IL.17_A","MIP.1_alpha","IL.36_AK","IP.10","MCP.1","MIP.1beta","TNF.alpha","VEGF.A","rectal..temperature","number.of.follicles.mean.per.prescapular.ln","percentpositivenucleiFOXP3cortexnofollicles","percentpositivenucleiFOXP3wholefollicle","percentpositivenucleiFOXP3wholelymphnode","percentpositivenucleiFOXP3medulla","percentpositivenucleiFOXP3folliclecentres","average_Linear_regression_fit_based_on_Blank_corrected_in_ng_ml_450","milk_BTV_ELISA","CD3_lymph_node","Pax.5_lymph_node","CD3_Follicles","Pax.5_Follicles","seg10BTVPCRcopiesper1ml_new","tongue_pos_cells","lung_pos_cells","infected_skin_superficial_dermis_pos_cells","infected_skin_deep_dermis_pos_cells","non.infected_skin_superficial_dermis_pos_cells","non.infected_skin_deep_dermis_pos_cells","spleen_pos_cells","lymph_nodes_cortex_pos_cells"
"3","SMI8-292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.19","11.35","0","18.57","0","136.39","0","530.93","48.67","501.34","250.13","30.65","2148.93","96.53","39",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"3","SMI8-293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","309.74","0","241.49","28.26","3603.35","0","3509.58","908.18","8500","18050.51","77.14","89886.58","798.15","38.3",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"3","SMI8-294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.23","3.1","57.85","25.98","43.77","37.03","0","183.79","29.67","685.36","117.23","0","578.79","291.14","38.2",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"3","SMI8-295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.29","9.05","0","0","0","241.43","0","584.13","40.96","1401.03","168.05","0","839.65","98.07","39",NA,NA,NA,NA,NA,NA,"4.857",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"3","SMI8-296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.26","4.95","0","54.82","211.06","64.55","0","370.32","36.8","343.64","206.59","0","1134.12","217.32","38.2",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"3","SMI8-297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","6.95","0","72.45","0","154.14","0.45","377.02","21.75","1236.37","245.97","3.62","1547.06","147.28","38.9",NA,NA,NA,NA,NA,NA,"0.6275",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"3","SMI8-298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.15","6.79","0","44.67","0","145.61","2.47","319.23","27.03","1203.83","233.47","0","1752.84","246.64","38.8",NA,NA,NA,NA,NA,NA,"1.5015",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLC-38","7.4","168","11.7","2.3","3.9","6.9","43","21","80","85","907","15","79.6","92","19","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.78","33.89","131.23","145.34","296.21","236.45","20.33","668.05","167.6","431.3","416.16","34.93","2741.93","367.52","39.5",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLC-37","5.6","182","9.9","2.74","3.3","6.4","57","20","202","88","918","18","80.4","128","11","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.85","7.45","17.37","117.78","100.29","96.66","8.54","432.27","94.63","410.38","177.81","15.17","954.13","76.2","38.8",NA,NA,NA,NA,NA,NA,"0.862",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLC-36","9.7","151","10","2.33","3.6","6.7","52","19","65","105","905","26","74.7","185","17","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.83","27.51","0","141.97","0","177.43","120.51","640.4","49.88","263.67","291.91","0","2606.67","145.8","39.1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLC-39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.67","30.11","0","63.5","0","220.3","1.82","487.52","81.23","412.26","188.02","0","3091.06","319.78","39.2",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLC-40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.99","59.38","0","39.42","98.61","230.41","2.91","645.08","127.84","361.65","320.04","0","4809.73","185.69","38.7",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLC-41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.67","101.26","58.69","263.07","200.59","851.39","18.88","1122.51","468.37","923.05","1056.31","22.7","11822.3","640.34","39",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLC-42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.2","14.5","0","96.82","116.84","117.43","1.82","308.21","122.45","476.83","144.02","0","1540.86","147.26","38.9",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLI13-32","6.4","174","9.4","2.19","3.5","6.4","44","24","110","91","825","12","90.2","72","34","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.99","31.25","0","81.72","137.93","485.1","0.91","501.87","119.46","1753.75","377","0","2836.95","154.45","40.4",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"685400000",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLI13-31","7.7","210","10.2","2.25","3.7","6.3","44","25","96","143","883","15","69.6","82","25","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.99","23.55","0","61.86","98.61","216.25","2.18","1136.26","88.74","897.32","777.56","14.11","5269.75","409.63","39.2",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"7.318e+09",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLI13-30","6.1","151","10.2","2.06","3.7","6.9","35","19","132","139","1066","14","72.5","123","11","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.59","10.82","0","93.1","88.49","92.58","1.64","396.11","49.56","1497.87","165.55","0","1168.45","170.44","39.3",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"8.434e+09",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLI13-29","6.6","253","10.6","1.89","3.6","6.6","54","26","116","102","889","11","78.1","84","24","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.54","39.09","0","137.21","0","168.28","2.55","473.63","66.35","545.62","293.47","21.43","1930.02","216.68","39.1",NA,NA,NA,NA,NA,NA,"15.6775",NA,NA,NA,NA,NA,"1354800000",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLI13-33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.87","14","0","0","157.04","286.71","0.91","442.73","54.13","1413.08","302.23","0","2150.58","368.02","40.5",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"9.652e+09",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLI13-34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.78","41.67","1.81","89.48","0","702.24","1.32","967.71","128.67","8500","968.46","0","11783.6","296.12","39.4",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"4.724e+09",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLI13-35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.07","2.59","0","0","12.83","114.49","0","301.74","38.43","1441.35","83.97","0","597.07","66.41","39.4",NA,NA,NA,NA,NA,NA,"1.313",NA,NA,NA,NA,NA,"3.344e+09",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLI6-25","4.1","156","9.4","2.32","3.6","6.2","50","16","82","84","793","17","78.2","190","17","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.86","0","0","28.75","179.46","210.98","0","186.58","45.99","3362.4","499.55","0","163.13","197.94","40.5",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"5.04e+09",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLI6-24","5.3","251","9.6","2.14","2.9","6.7","53","23","119","338","975","28","79.6","305","11","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.43","21.28","16.46","158.13","77.36","743.31","8.91","624.11","109.22","6660.93","741.91","28.05","4648.13","567.13","40.1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"7.46e+09",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLI6-23","9.9","174","9.3","2.11","3.2","6.1","53","27","201","85","960","14","94.3","105","16","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8","0","0","58.8","86.4","115.95","0","263.7","23.56","2792.93","386.06","0","199.79","201.87","39.8",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"1.3e+10",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLI6-22","6.4","233","10","2.16","3.5","6.3","50","20","170","75","994","11","85.4","170","15","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.9","2.28","0","79.61","111.4","155.65","0","243.8","35.36","2682.21","368.95","0","514.87","70.52","40.2",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"9.61e+09",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLI6-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.82","0","0","66.65","220.47","84.67","0.88","254.45","42.24","1867.52","184.97","0","437.28","65.26","40",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"4.06e+09",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLI6-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.57","2.84","0","67.62","1551.29","123.3","0","285.18","57.99","1582.52","207.79","1.74","619.91","177.06","40.2",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"4.78e+08",NA,NA,NA,NA,NA,NA,NA,NA
"3","SLI6-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.27","12.35","0","41.56","41.55","171.59","0","397.95","52.94","8018.81","400.21","1.74","1509.76","84.41","40",NA,NA,NA,NA,NA,NA,"0.3165",NA,NA,NA,NA,NA,"3.34e+09",NA,NA,NA,NA,NA,NA,NA,NA
"4","SMC-56","8.6","176","12.6","3.12","4.2","8","57","18","104","103","935","16","70.9","115","14","131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMC-55","6.9","183","10.5","2.69","3.6","6.8","45","29","162","180","1040","19","75.5","126","36","92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMC-54","7.4","225","11.9","2.74","3.8","7.4","55","28","185","165","936","19","79.9","118","21","101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMC-53","6","168","9.2","2.46","3.3","8.9","46","24","110","348","1048","23","74.5","153","13","123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMC-52","9.3","231","13.6","3.21","4.8","11.1","60","32","111","166","1361","31","83.4","160","17","141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMC-51","6.8","250","13.3","2.67","4.4","8.5","65","16","176","138","1903","21","92.4","220","14","134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMC-50","7.5","188","10.6","3.56","4.2","8.3","39","29","103","113","1114","16","89","116","16","103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI13-291","12.6","173","11.8","3.27","4.2","10","53","36","139","158","1131","25","80.9","152","30","126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI13-290","12.4","177","10.4","3.61","4.2","9.3","65","25","213","198","1062","18","103.4","104","34","97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI13-289","8.6","192","12.8","2.94","4.4","8.4","66","23","184","93","997","15","105.8","99","22","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI13-288","6.7","201","12.2","3.43","4.2","8.6","42","37","166","97","1514","20","88.8","132","23","93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI13-287","6","110","11","3.48","4.1","8.2","48","27","183","86","895","18","87.7","119","26","73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI13-286","7.5","144","16","4.05","5.4","10.9","60","30","254","152","1535","28","125.2","146","32","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI13-285","6","303","14.2","4.11","4.7","10","68","29","232","136","1431","22","96.6","157","48","143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI6-136","5.6","96","10.1","2.5","3.4","6.9","38","20","148","77","703","13","71.9","70","25","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI6-135","5.4","137","9.9","1.9","3.1","6.9","31","19","192","138","963","17","44.3","75","22","129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI6-134","6.6","139","9.1","2.85","3.4","6.9","49","12","34","42","747","11","60.5","59","32","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI6-133","5.7","109","9.9","2.32","3.6","6.9","44","20","110","47","715","13","69.7","81","10","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI6-132","7.4","118","8.7","2.81","3.4","6.9","45","19","41","62","741","13","80.7","119","13","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI6-131","7.9","103","8.9","2.34","3.4","7.6","49","21","111","91","942","18","52","87","15","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI6-130","8","125","7.9","3.42","3.3","6.5","28","24","55","93","849","15","68.2","86","16","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI6-129","6","158","9.9","2.19","3.5","7.1","31","12","103","113","760","16","55.7","78","13","85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI6-128","3.4","171","10.8","2.35","3.8","7.5","33","19","52","102","933","14","51.9","94","20","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI6-127","5.6","121","9.3","2.27","3.2","6.7","30","22","60","93","822","13","87.5","87","26","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI8-293","10.2","174","10.4","3.04","3.8","7.9","37","24","131","119","963","14","77.6","101","24","144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI8-292","7.7","192","11.6","3.05","4.2","8.3","49","21","189","121","966","14","69.4","122","20","121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI8-298","3.3","174","11.5","2.44","3.5","7.9","41","18","141","118","906","16","57.1","104","27","102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI8-297","5.7","184","11.1","2.61","3.5","7.2","50","17","47","98","967","16","74.6","106","15","115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI8-296","7.7","122","10.6","2.34","3.5","7.5","50","14","34","154","820","15","53.7","110","10","116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI8-295","6","161","11","2.62","3.6","7.8","19","19","166","115","858","11","62","81","13","91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SMI8-294","6.5","162","9.7","2.22","3.2","7.2","52","15","97","109","870","22","67.7","122","22","93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SLC-36",NA,NA,"9.6",NA,"3.3","6.1","46","16","73",NA,NA,"25","65.7","150","17","27","6.67","9.41","9.4","28.1","29.9","726","9","37.6","47.5","5.6","7.3","1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","SLC-37",NA,NA,"8.6",NA,"3.1","6","52","9","246",NA,NA,"17","75.1","111","11","20","8.36","10.13","10.5","30","29.6","733","6.7","36.2","53.6","5.1","3.8","1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
